1.037921178489501841e+02,4.780614077747084023e-01
1.080624046556152678e+02,3.584666852659427194e-01
1.866772093150611909e+02,7.663427267368088103e-01
1.163725653205664941e+02,3.158676084263479789e-01
1.080494789549732246e+02,3.585482399488374439e-01
1.369858858656113512e+02,6.291835874473232781e-01
1.025427324252295449e+02,4.090782879219925228e-01
1.020718314845979648e+02,4.510437779095254340e-01
1.452887608938879964e+02,6.545751257098670894e-01
1.388820741702611201e+02,2.352736671416647829e-01
1.582443273007705216e+02,1.788135539759941328e-01
2.417308993852546166e+02,8.991809411864917223e-01
1.807549004718281651e+02,7.512862154955818328e-01
1.357303803990734252e+02,2.452140680000499673e-01
1.476180193326687800e+02,6.614317543280856526e-01
1.618488732452175327e+02,7.014765954650347135e-01
1.087215550905317230e+02,5.159996657287597710e-01
1.368966583812530189e+02,2.415029485004487886e-01
1.362221666939546196e+02,2.436443050572319469e-01
1.929967922572415091e+02,7.821880041187043719e-01
1.344834895696272952e+02,6.211768670945436721e-01
1.041486961149019663e+02,4.817743262484263100e-01
1.660357547597966175e+02,1.576234085643732630e-01
1.261136996371837142e+02,5.927420621914886167e-01
1.455514813813756234e+02,6.553536579233663062e-01
1.103029900207193919e+02,5.250875977762367031e-01
1.095787500212121586e+02,5.210289556420585333e-01
1.115588246202783864e+02,5.317792674483813320e-01
1.691058871613738006e+02,1.494438751687512112e-01
1.262202926485373240e+02,2.772803515399911989e-01
1.609593831559821240e+02,1.713532525422271635e-01
1.598574251247378299e+02,1.743706928612524243e-01
1.908893090038418165e+02,7.769273382850213627e-01
1.142778079677719631e+02,3.253066463353286863e-01
1.175339162484759612e+02,5.595292693381678228e-01
2.353432923722924954e+02,8.842337481767191809e-01
1.593306956268266390e+02,6.945862375529043842e-01
1.165893191210627862e+02,5.554803756812720650e-01
1.991188191113894845e+02,7.973478161255342922e-01
1.080890229919302072e+02,3.582989787210371091e-01
1.068009582482182793e+02,5.035727310486493025e-01
1.517983792152298292e+02,1.969057338757870257e-01
1.644760101497912501e+02,7.085907201386140164e-01
1.263996372466059910e+02,5.937649748315112497e-01
1.820876023471008978e+02,7.546933978700944845e-01
1.609202642876601033e+02,6.989441110154410719e-01
1.019538346843111185e+02,4.471664967183011097e-01
1.868559405626335206e+02,7.667938578176259901e-01
1.223162618977750498e+02,2.916959010539199593e-01
1.085911300790347553e+02,5.152103411490501772e-01
1.766417171809090974e+02,7.406950234089301199e-01
1.220116218845503084e+02,5.775422342440692525e-01
2.234315691848436245e+02,8.561017522116083356e-01
1.166581412443776458e+02,3.146253972598839210e-01
1.194219133101114494e+02,5.673410503514152436e-01
1.422056519331916888e+02,2.250710383372020174e-01
2.263016088609197141e+02,8.629132959248630996e-01
1.161656311818967851e+02,5.536302884616279840e-01
1.852035843676025877e+02,7.626161490263568821e-01
1.054733891428365808e+02,3.767853331639406944e-01
1.499539058755369751e+02,6.682100048614781906e-01
1.967290871941136459e+02,7.914508879519910334e-01
1.775138410992467755e+02,1.274536713439964331e-01
1.195937933070410821e+02,3.023688676083352012e-01
1.322354907948404161e+02,6.138120345057609395e-01
1.169320461000926059e+02,5.569612009977600309e-01
1.159434403638774285e+02,3.177530916267833350e-01
1.796679075198586872e+02,1.219056691363539918e-01
1.034046502369581901e+02,4.736389912041081285e-01
1.130453915160362612e+02,3.311713830448665963e-01
1.152923602247025769e+02,3.206593089315348255e-01
1.165872459142765507e+02,3.149328671342085384e-01
1.410666060987514356e+02,6.418663655194970508e-01
1.018669159483992672e+02,4.431902231387218061e-01
1.473849959348287371e+02,6.607503383253993112e-01
1.075839922448242731e+02,3.615386139883666194e-01
1.405466239517389511e+02,6.402736649080754683e-01
2.100052081477456909e+02,8.239118361526875933e-01
1.329690391385061616e+02,6.162344589984398713e-01
1.445746504735674591e+02,6.524520597153898871e-01
1.877617915175419228e+02,7.690775088993141440e-01
2.111470616789415828e+02,8.266721986907873410e-01
1.044347750372735675e+02,3.858442930571724938e-01
1.152142284792176810e+02,5.493923250620053045e-01
1.042297931888977587e+02,4.825798399228795610e-01
1.047249922091603338e+02,4.872409022366898101e-01
1.243063742541217351e+02,5.861723355312123962e-01
1.705634521190075930e+02,7.248138057828856784e-01
1.040967091018115411e+02,3.891533631348215172e-01
1.679197325365501854e+02,7.178105392894050807e-01
1.143562013808469118e+02,5.454621843209368492e-01
1.479476246049045471e+02,6.623939365280082647e-01
1.301960624026121991e+02,2.634328605144860558e-01
1.701592457058153798e+02,7.237470375990789906e-01
1.777614580766637005e+02,1.268142606362375746e-01
1.018111552654259242e+02,4.316036612243063786e-01
2.384175236361356554e+02,8.914386769785390685e-01
1.214156355413322927e+02,2.951628346896834065e-01
1.137874966826394285e+02,5.427950614761622994e-01
1.526048578096979327e+02,6.757942293857746030e-01
